ID,Word,Meaning,Mastery,Rank
1533,curator,（図書館・美術館などの）館長、管理者,D,2
1534,optimistic,楽観的な,D,2
1535,chill,寒さ、悪寒,D,2
1536,limb,手足,D,2
1537,dim,かすんだ,D,2
1538,migrate,（鳥などが）渡る、移住する,D,2
1539,witness,目撃する、証言する、証人,D,2
1540,pile,積み重ね、たくさん、積み重ねる,D,2
1541,physician,内科医、医師,D,2
1542,obey,従う,D,2
1543,congest,（通例受身形で）混雑する、いっぱいになる,D,2
1544,dairy,乳製品、酪農,D,2
1545,stare,見つめる,D,2
1546,unlock,鍵を開ける、解き明かす,D,2
1547,bulk,かさ、容量,D,2
1548,roadside,（the 〜）道端,D,2
1549,customary,習慣的な,D,2
1550,portrait,肖像、ポートレート,D,2
1551,egoism,利己主義、エゴイズム、自分勝手,D,2
1552,acting,代理の、活動中の,D,2
1553,Temperate Zone,（the 〜）温帯,D,2
1554,debate,討論する、討論、議論,D,2
1555,restore,修復する、復興する,D,2
1556,renovate,刷新する、（古い建物・機械などを）修理する、修繕する,D,2
1557,facilitate,促進する、容易にする,D,2
1558,deadly,致命的な,D,2
1559,injustice,不正、不法,D,2
1560,essay,小論文、随筆、エッセー,D,2
1561,ecologist,生態学者,D,2
1562,fabricate,作り上げる、でっちあげる、製作する,D,2
1563,rub,こする、摩擦する、（通例 a〜）こすること,D,2
1564,content,満足して,D,2
1565,harm,害する、害,D,2
1566,overlook,見逃す、見渡す、大目に見る,D,2
1567,affair,事件、事柄、（〜s）業務,D,2
1568,burgeon,急速に発展する、芽生える、新芽,D,2
1569,peasant,農民,D,2
1570,threaten,脅かす,D,2
1571,prerequisite,必須条件、必要条件、あらかじめ必要な,D,2
1572,treadmill,ランニングマシーン,D,2
1573,muscle,筋肉,D,2
1574,overnight,一晩（中）、夜通し,D,2
1575,collide,衝突する、一致しない,D,2
1576,lunatic,狂気じみた、ばかげた,D,2
1577,decent,礼儀正しい、立派な、かなりの,D,2
1578,fraud,詐欺、不正行為,D,2
1579,accessible,アクセスできる、接近できる、利用可能な,D,2
1580,beneficial,有益な、有利な、恩恵を受ける,D,2
1581,concrete,具体的な、コンクリート,D,2
1582,ballot,投票、投票する,D,2
1583,carbohydrate,炭水化物,D,2
1584,livestock,家畜,D,2
1585,suspend,（活動などを）一時中止する、（空中などに）つるす,D,2
1586,absurd,ばかばかしい、不合理な,D,2
1587,weather,風化させる、風雨にさらす、天候,D,2
1588,urbane,洗練された、都会風の、あか抜けした,D,2
1589,norm,（しばしば 〜s）（行動などの）規範、（the 〜）（社会の）標準、水準,D,2
1590,enclose,同封する、囲う,D,2
1591,goods,品物、財（産）,D,2
1592,anxiety,心配、不安,D,2
1593,tremble,（恐怖、地震などで）震える,D,2
1594,soil,土壌,D,2
1595,sustain,支える、耐える、維持持する,D,2
1596,replace,〜に取って代わる、置き換える,D,2
1597,aviation,航空（学）、飛行,D,2
1598,envy,うらやむ、ねたみ,D,2
1599,tuna,マグロ、ツナ,D,2
1600,concentrate,集中する,D,2
1601,moss,（植物の）コケ,D,2
1602,infrared rays,赤外線,D,2
1603,courtesy,特別の扱い、優遇、礼儀,D,2
1604,devote,充てる、ささげる,D,2
1605,glance,ちらりと見る、ちらりと見ること,D,2
1606,colleague,同僚,D,2
1607,snail,カタツムリ、のろま,D,2
1608,skeptical,疑い深い,D,2
1609,comprehensive,包括的な,D,2
1610,lament,悲しむ、悲嘆,D,2
1611,radius,半径,D,2
1612,consciousness,意識,D,2
1613,candle,ろうそく,D,2
1614,surgeon,外科医,D,2
1615,confront,直面する,D,2
1616,beg,頼む、請う,D,2
1617,resign,辞任する,D,2
1618,sled,そり、そりに乗る,D,2
1619,contest,得ようと争う、競う、競技（会）,D,2
1620,dignify,威厳をつける,D,2
1621,recall,思い出す,D,2
1622,financial,財政上の、金融上の,D,2
1623,sociology,社会学,D,2
1624,testify,証言する、証明する,D,2
1625,ape,類人猿、（ゴリラなどの尾が無いか短い）サル,D,2
1626,hierarchy,（一般にピラミッド型の）階層制,D,2
1627,allowance,手当、小遣い、割当、許容値,D,2
1628,alarm,警告する、驚き、警報,D,2
1629,advantageous,有利な、都合の良い,D,2
1630,cavity,空洞、虫歯（の穴）,D,2
1631,longitude,経度,D,2
1632,irony,皮肉、風刺、反語,D,2
1633,gratitude,謝意,D,2
1634,revise,（意見・態度・数値などを）修正する、変更する,D,2
1635,inherit,（財産・権利などを）受け継ぐ、相承する,D,2
1636,cultivate,（土地を）耕す、修養する,D,2
1637,consist,（部分や要素から）成る,D,2
1638,continuous,継続した,D,2
1639,respiration,呼吸,D,2
1640,ozone,オゾン,D,2
1641,partial,一部分の,D,2
1642,halfway,中間点で,D,2
1643,gut,腸、はらわた、根性,D,2
1644,lessen,減らす、小さくする,D,2
1645,consistent,（人が信念・言動などにおいて）首尾一貫した,D,2
1646,perch,（鳥かごなどの）止まり木、（鳥が）止まる,D,2
1647,sanctuary,自然（鳥獣）保護区,D,2
1648,passionate,情熱的な、熱烈な,D,2
1649,proceed,〜し始める、前進する,D,2
1650,duration,持続期間、耐用期間,D,2
1651,chore,日常の雑用,D,2
1652,dilemma,板ばさみ、ジレンマ、窮地,D,2
1653,swell,（打撲・病気などで）腫れる,D,2
1654,reign,統治する,D,2
1655,sigh,（疲れ・悲しみ・安心・満足などで）ため息をつく,D,2
1656,anguish,苦痛、悲しみ,D,2
1657,attain,（地位などを）手に入れる、達する,D,2
1658,upset,駄目にする、転覆させる,D,2
1659,ongoing,進行中の,D,2
1660,entrepreneur,企業家、起業家、（演劇・音楽関係の）興行主,D,2
1661,shiver,（寒さで）震える、震え、悪寒,D,2
1662,pivotal,中心となる、旋回軸軸の,D,2
1663,seek,探す、調査する,D,2
1664,chronicle,年代記、記録,D,2
1665,peck,（鳥が）ついばむ、（くちばしで）つつく、ついばむこと,D,2
1666,successor,後継者,D,2
1667,ankle,くるぶし,D,2
1668,category,範疇、カテゴリー,D,2
1669,substitute,代替する,D,2
1670,household,世帯、家庭,D,2
1671,biology,生物学,D,2
1672,iceberg,氷山,D,2
1673,usher,〜の先触れとなる、到来を告げる、案内する、（劇場の）案内係,D,2
1674,banish,追放する、追い払う,D,2
1675,arrangement,整頓、取り決め、準備,D,2
1676,conference,（公式の）会議、相談,D,2
1677,bimonthly,隔月に、隔月刊行物［雑誌］,D,2
1678,afterward,その後,D,2
1679,artificial,人工的な,D,2
1680,fatigue,（心身の相当な）疲れ、とても疲れさせる,D,2
1681,omnivore,（人間などのように）雑食性の動物,D,2
1682,orchard,果樹園,D,2
1683,encounter,遭遇する、出会う、遭遇,D,2
1684,tremor,（声などの）震え、（地面などの）震動,D,2
1685,prepare,準備する,D,2
1686,tomb,墓,D,2
1687,fauna,（ある地方・時代の）動物相,D,2
1688,verbal,言葉の、口で言う,D,2
1689,draft,下書き、設計図、手形、（室内の）通風,D,2
1690,extinguish,（火・光などを）消す、（希望・情熱などを）失わせる,D,2
1691,part-time,パートタイムの,D,2
1692,accommodate,順応させる、宿泊させる、収容する,D,2
1693,crustacean,（エビやミジンコなどの）甲殻類,D,2
1694,insert,挿入する,D,2
1695,ceiling,天井、（価格・賃金などの）最高限度,D,2
1696,vulnerable,（感情などが）傷つきやすい,D,2
1697,relevant,（当面の問題に）関連する、適切な,D,2
1698,tongue,舌、言語、話す能力,D,2
1699,transmit,伝達する,D,2
1700,humiliate,恥をかかす,D,2
1701,clue,（解決の）糸口、（なぞを解く）鍵,D,2
1702,housing,住居建設、住宅,D,2
1703,ensure,確実にする、保証する、結果として起こる,D,2
1704,candidate,候補者,D,2
1705,cast,投げる、投票する、鋳造する、投げること、鋳型、（映画などの）配役,D,2
1706,retain,保つ、維持する,D,2
1707,eminent,素晴らしい、著名な,D,2
1708,beak,（鳥などの）くちばし,D,2
1709,questionnaire,質問表、アンケート,D,2
1710,exempt,免除する,D,2
1711,significant,重要な、顕著な,D,2
1712,prescription,処方せん、規定,D,2
1713,whisper,ささやく、ささやき,D,2
1714,rob,奪う,D,2
1715,vegetation,（一地域の）植生、（ある地域全ての）植物、草木,D,2
1716,urban,都市の、都会の,D,2
1717,hatch,孵化させる、孵化、ハッチ、ふた,D,2
1718,weary,疲れ果てた,D,2
1719,wasp,スズメバチ、ジガバチ,D,2
1720,detach,分離する,D,2
1721,pinpoint,（位置を）正確に示す、（原因などを）正確に指摘する、針の先、非常に正確な、精緻な,D,2
1722,designate,任命する、示す、意味する,D,2
1723,bloom,花が咲く、（観賞用の）花,D,2
1724,impose,課する,D,2
1725,horticulture,園芸（学）,D,2
1726,inaugurate,（通例受身形で）就任する、落成式を行う,D,2
1727,opaque,不透明な、（意味などが）分かりにくい,D,2
1728,approximately,ほぼ、近似的に,D,2
1729,rally,（政治的・宗教的な）集会、ラリー、集まる、結集する,D,2
1730,mandatory,強制的な、命令の,D,2
1731,lung,（脊椎動物の）肺,D,2
1732,lid,（容器の）ふた,D,2
1733,immigrate,（国外から）移住してくる,D,2
1734,drill,訓練、訓練を行う、穴を開ける,D,2
1735,description,記述,D,2
1736,remove,（不要なもの・制限・汚れを）取り除く,D,2
1737,analogy,類推、推論、類似、相似,D,2
1738,outskirts,(the~)郊外、周辺,D,2
1739,aboriginal,先住の、原生の,D,2
1740,nutrition,滋養、栄養物,D,2
1741,offspring,（集合的に）（人・動物の）子孫、子,D,2
1742,incline,（受身形で）〜したいと思う、〜する気がある,D,2
1743,hatred,憎しみ,D,2
1744,technical,専門の、技術的な,D,2
1745,virtue,徳、善行、長所,D,2
1746,reproduce,（動植物が）繁殖する、（器官などを）再生する、複製する,D,2
1747,blizzard,吹雪、雪嵐,D,2
1748,prevalent,（病気が）蔓延している、普及している,D,2
1749,span,期間,D,2
1750,digit,（アラビア）数字、（人間の）指,D,2
1751,prospect,見込み、予測,D,2
1752,subtle,微妙な、わずかな,D,2
1753,withstand,（圧力・困難などに）耐える、抵抗する,D,2
1754,forbid,禁止する,D,2
1755,extraordinary,異常な、特異の,D,2
1756,affect,（強い）影響を及ぼす,D,2
1757,up-to-date,最新の,D,2
1758,polar bear,北極グマ,D,2
1759,competent,有能な,D,2
1760,soak,（しばしば受身形で）ずぶぬれになる、ぬれる、（液体に）浸す,D,2
1761,contrary,（性質などが）反対の,D,2
1762,transfusion,輸血,D,2
1763,terra,土、大地,D,2
1764,fossil,化石,D,2
1765,queue,（人・車などの順番を待つ）列、待ち行列、列をつくる,D,2
1766,stir,（液体などを）かき混ぜる、（かすかに）動かす,D,2
1767,steer,（船などの）かじをとる,D,2
1768,appropriate,（特定の目的・状況などに）ふさわしい、適切な、適当な,D,2
1769,natural science,自然科学,D,2
1770,breadth,幅,D,2
1771,remark,論評する、（批評・感想などを）述べる、意見,D,2
1772,deserve,値する、価値がある,D,2
1773,ethnic,民族の、エスニックな,D,2
1774,fluency,（弁舌などの）滑らかさ,D,2
1775,damp,（不快な）湿気のある,D,2
1776,paradox,逆説、パラドックス,D,2
1777,civil,市民の、（軍人・官吏に対して）民間の,D,2
1778,squid,イカ,D,2
1779,extend,拡大［拡張］する、伸ばす,D,2
1780,nest,巣、巣ごもる,D,2
1781,implement,（計画・政策・提案などを）実行する、（契約などを）履行する,D,2
1782,magnetism,磁気、磁性、磁気作用,D,2
1783,pending,未解決の、懸案中の,D,2
1784,vertebrate,脊椎動物、脊椎のある,D,2
1785,facet,（宝石・結晶などの）彫面、（物事の）一面,D,2
1786,medieval,中世の,D,2
1787,burst,（通例進行形で）充満する、（管・タイヤ類が）破裂する,D,2
1788,probability,可能性、確率,D,2
1789,prudent,賢明な、慎重な,D,2
1790,economics,経済学,D,2
1791,explode,（爆弾・ガス・ボイラーなどが）爆発する,D,2
1792,athlete,運動選手,D,2
1793,concept,観念、（大体の）考え,D,2
1794,budget,予算,D,2
1795,artisan,職人、熟練工,D,2
1796,clap,手をたたく,D,2
1797,scorn,嘲笑する、軽蔑する,D,2
1798,sink,沈む、（台所などの）流し,D,2
1799,address,演説する、あて先、住所,D,2
1800,coalition,連合、合同,D,2
1801,casual,カジュアルな,D,2
1802,idle,（物・場所が）使われていない、暇な、無駄な,D,2
1803,glacier,氷河,D,2
1804,chronological order,年代順,D,2
1805,context,文脈、状況,D,2
1806,commonplace,ありふれた、平凡な、ありふれたこと,D,2
1807,synthesis,統合、合成,D,2
1808,convince,納得させる,D,2
1809,fragile,壊れやすい,D,2
1810,entomology,昆虫学,D,2
1811,inquire,尋ねる、調べる,D,2
1812,competitive,競争的な,D,2
1813,discharge,（気体・液体などを）排出する,D,2
1814,porous,多孔性の、浸透性の,D,2
1815,breathe,息をする,D,2
1816,discreet,思慮深い、（言動が）慎重な,D,2
1817,deadline,（最終）期限,D,2
1818,wound,（戦争・事故などによる）傷、（人を）傷つける、（感情などを）害する,D,2
1819,affirm,主張する、断言する,D,2
1820,tryout,（スポーツチーム・劇団などの）適性試験、オーディション,D,2
1821,amend,（法案・憲法などの字句を）修正する,D,2
1822,isolate,孤立させる,D,2
1823,justify,正当化する,D,2
1824,hawk,（鳥の）タカ,D,2
1825,extract,抽出する、（歯などを）抜く、（情報などを）引き出す,D,2
1826,epoch,（歴史・人生上の）新時代、新時期、エポック,D,2
1827,imitate,模倣する,D,2
1828,endow,（通例受身形で）授けられている、（基金として）寄付する,D,2
1829,thrust,（ある状態に）追いやる、押し付ける、突出する、突き進む,D,2
1830,wholesale,卸売り,D,2
1831,utility,効用、（通例 -ties で）公益事業,D,2
1832,refrain,慎む、断つ、やめる,D,2
1833,probe,探査する、精査する、探査衛星,D,2
1834,feeble,（体が）弱い、（光・音などが）かすかな,D,2
1835,fractured,粉々になった、破砕した,D,2
1836,persistent,しつこい、頑固な、持続的な,D,2
1837,well-off,裕福な,D,2
1838,immense,巨大な,D,2
1839,ambush,待ち伏せて急襲する,D,3
1840,bountiful,豊富な、物惜しみしない,D,3
1841,inhale,吸い込む、吸入する,D,3
1842,crane,クレーン、（鳥の）ツル,D,3
1843,inflame,（情熱などを）かき立てる、燃え上がらせる,D,3
1844,predecessor,前任者,D,3
1845,meager,乏しい、貧弱な、痩せた,D,3
1846,alternative,代替の、代わりの、どちらか一つ,D,3
1847,tripe,くだらないもの,D,3
1848,prawn,クルマエビ,D,3
1849,offset,相殺する、相殺するもの,D,3
1850,tan,日焼けした色、日焼けさせる、日焼けした,D,3
1851,temperate,穏やかな、節度のある,D,3
1852,outcome,結果、成果,D,3
1853,hardy,（動植物が）耐寒性の、頑丈な、勇敢な,D,3
1854,attorney,代理人、弁護士、検事,D,3
1855,placate,なだめる、和らげる,D,3
1856,sea anemone,イソギンチャク,D,3
1857,homogeneous,均質の、同種の,D,3
1858,unprecedented,先例のない、無比な,D,3
1859,inundate,（通例受身形で）殺到する、水浸しにする、氾濫する,D,3
1860,taint,（通例受身形で）傷つける、汚す,D,3
1861,octopus,タコ,D,3
1862,monopoly,独占,D,3
1863,strain,引っ張る、引き締める、種族,D,3
1864,blackout,停電、消灯、灯火管制,D,3
1865,stimulant,刺激物,D,3
1866,mercantile,商業の、商人の,D,3
1867,unique,独特の、ただ一つの、珍しい,D,3
1868,utopia,ユートピア、理想郷,D,3
1869,built-in,作り付けの,D,3
1870,strand,立ち往生させる、（船を）座礁させる、要素、成分、より糸,D,3
1871,arsenal,兵器庫、兵器工場,D,3
1872,insolvent,破産した、支払不能の,D,3
1873,decree,法令、布告、布告する、命令する,D,3
1874,impetus,起動力、はずみ,D,3
1875,precipitate,引き起こす、雨になる,D,3
1876,intricate,複雑な、込み入った,D,3
1877,admonish,忠告する,D,3
1878,loquacious,おしゃべりの、話し好きな,D,3
1879,conviction,確信、有罪判決,D,3
1880,transplant,（臓器などの）移植、移植する,D,3
1881,amity,友好、親善,D,3
1882,astronomical,（数量などが）膨大な、天文（学）の,D,3
1883,attrition,（人員などの）自然減、磨滅、消耗,D,3
1884,platypus,カモノハシ,D,3
1885,diffuse,散らす、拡散する,D,3
1886,intrinsically,本質的に、本来,D,3
1887,attest,証明する、立証する、証拠となる,D,3
1888,sanitation,衛生設備、公衆衛生,D,3
1889,fiscal,財政の、会計の,D,3
1890,markedly,著しく、際立って,D,3
1891,expose,（日光などに）さらす,D,3
1892,overtime,時間外労働、時間外の、時間外に,D,3
1893,pasture,牧草地,D,3
1894,plaintiff,原告、告訴人,D,3
1895,prescribe,処方する、指図する,D,3
1896,ail,患う、苦しめる,D,3
1897,posture,姿勢、状況,D,3
1898,verdict,評決,D,3
1899,magnitude,大きさ、重要性、（地震の）震度、マグニチュード,D,3
1900,devoid,〜を欠いている,D,3
1901,celebrated,有名な,D,3
1902,paralysis,まひ、停滞,D,3
1903,reputed,〜という評判の、〜とうわさされている,D,3
1904,residue,残り、残留物、（数学の）剰余,D,3
1905,retard,遅らせる、妨害する,D,3
1906,anchor,いかりを下ろす、いかり,D,3
1907,pod,（エンドウなどの）さや,D,3
1908,viable,実行可能な、生存に適した,D,3
1909,remit,送金する,D,3
1910,fathom,（深さを）測る、見抜く、理解する、（水の深さを測る単位の）ひろ,D,3
1911,surge,波のように押し寄せる、群衆の殺到、高まり、動揺,D,3
1912,conductive,伝導性の、伝導力のある,D,3
1913,chuckle,くすくす笑い、くすくす笑う,D,3
1914,sprinkle,（水を）まく,D,3
1915,domain,領域、分野、領地、領土,D,3
1916,unfold,開く、広げる,D,3
1917,solemn,荘厳な、荘重な,D,3
1918,transitory,はかない、一時的な,D,3
1919,liaison,連絡、リエゾン,D,3
1920,stern,厳格な,D,3
1921,impede,妨げる,D,3
1922,peripheral,重要でない、末梢の、周囲の,D,3
1923,falcon,ハヤブサ,D,3
1924,alloy,合金、合金にする,D,3
1925,stroll,ぶらつく、放浪する,D,3
1926,refute,誤りを証明する、論駁する,D,3
1927,intestine,（通例 〜s）腸,D,3
1928,terminology,専門用語、術語学,D,3
1929,singular,まれに見る、非凡な、風変わりな、単数の,D,3
1930,expire,失効する、満期になる,D,3
1931,monotonous,単調な、変化に乏しい,D,3
1932,ingenious,才能のある、独創的な、器用な、巧妙に作られた、精巧な,D,3
1933,replenish,補給する、再び満たす,D,3
1934,matrix,（数学の）行列、マトリックス,D,3
1935,coach,（鉄道以前の）大型馬車、（テニスなどの）コーチ,D,3
1936,kidney,腎臓,D,3
1937,succinct,簡潔な、ずばりの,D,3
1938,poach,密漁する,D,3
1939,collapse,崩壊、崩れ落ちる,D,3
1940,inscribe,（文字などを）刻む、記す,D,3
1941,hectic,てんやわんやの、熱のある、興奮した,D,3
1942,suppress,抑える、抑圧する,D,3
1943,tentative,仮の、試験的な、不確かな,D,3
1944,archipelago,群島、諸島,D,3
1945,cascade,（段々に落ちる）滝、滝のように水が流れる,D,3
1946,authoritarian,権威主義の、権威主義者,D,3
1947,mercy,慈悲、哀れみ,D,3
1948,savory,食欲をそそる、味の良い,D,3
1949,continental shelf,大陸棚,D,3
1950,radioactive,放射性［能］の（ある）,D,3
1951,shoddy,粗雑な、安物の,D,3
1952,erode,むしばむ、腐食する、浸食する,D,3
1953,validate,妥当性を立証する、法的に有効にする,D,3
1954,tactics,戦術、戦略,D,3
1955,compelling,説明力のある、人を感動させずにはおかない、思わず釣り込まれる,D,3
1956,profusely,深く、豊富に,D,3
1957,cursory,大まかな、せっかちの、ぞんざいな,D,3
1958,disperse,分散させる,D,3
1959,overturn,横転させる、ひっくり返す,D,3
1960,degrade,（格や品位を）落とす、（面目を）失わせる,D,3
1961,coexistence,共存,D,3
1962,whirl,ぐるぐる回る、旋回させる,D,3
1963,proprietor,所有者、（特に不動産の）持ち主,D,3
1964,discerning,明敏な、洞察力のある,D,3
1965,masonry,石造物、石工術,D,3
1966,jolt,（急激に）揺さぶる、（精神的な）衝撃,D,3
1967,mole,モグラ、ほくろ、防波堤,D,3
1968,strive,戦う、努力する,D,3
1969,dispatch,急送する、急派する,D,3
1970,discourse,論文,D,3
1971,prose,散文,D,3
1972,expertise,専門家の意見［技術、知識］,D,3
1973,smash,粉砕する、衝突する,D,3
1974,brand,烙印を押す,D,3
1975,appraise,鑑定する、評価する、判断する,D,3
1976,upright,真っすぐに、直立して,D,3
1977,withdraw,撤退する、（預金を）引き出す,D,3
1978,congregate,集まる、集合する、召集する,D,3
1979,allure,魅惑する、誘い込む,D,3
1980,equity,公平、公正,D,3
1981,bristle,（昆虫やブタなどの）剛毛、針毛、（動物が怒って）毛を逆立てる、密生する,D,3
1982,fierce,激しい,D,3
1983,leverage,てこの作用、レバレッジ,D,3
1984,articulate,はっきり述べる、話のはっきりした,D,3
1885,cardiac,心臓の,D,3
1986,conspicuous,目立つ、派手な,D,3
1987,materialism,物質主義、唯物論、唯物主義,D,3
1988,absolute,完全な,D,3
1989,imprison,刑務所に入れる,D,3
1990,satire,風刺、皮肉,D,3
1991,salvation,救済,D,3
1992,commemorate,記念する,D,3
1993,merger,合併,D,3
1994,problematic,問題のある、未定の,D,3
1995,herald,先触れ、先駆者、先触れをする、布告をする,D,3
1996,dew,露,D,3
1997,culminate,頂点に達する,D,3
1998,renounce,（権利を）放棄する、絶交する,D,3
1999,surcharge,追加料金,D,3
2000,lofty,崇高な、高慢な、非常に高い,D,3
2001,dune,砂丘,D,3
2002,scrutinize,詳細に調べる、吟味する,D,3
2003,philanthropist,博愛主義者,D,3
2004,stoop,かがむ、堕落する,D,3
2005,symmetry,対称、釣り合い,D,3
2006,archive,（しばしば 〜s）公文書、記録、記録保管所,D,3
2007,detain,引き留める、勾留する,D,3
2008,disk,椎間板、円盤、CD,D,3
2009,seclusion,隔離、孤立、引きこもること、へき地,D,3
2010,aloft,高く、上に,D,3
2011,tranquil,穏やかな,D,3
2012,shrewd,賢い、抜け目のない,D,3
2013,proposition,提案、命題,D,3
2014,incite,鼓舞する、励ます、刺激する,D,3
2015,reckless,無謀な、向こう見ずの,D,3
2016,diverge,（意見などが）異なる、分かれる、分岐する,D,3
2017,lethal,致死の,D,3
2018,margin,縁、へり、限界、利ざや,D,3
2019,potent,有力な、（酒が）強い、力強い,D,3
2020,aggression,侵害,D,3
2021,fringe,へり、房飾り、（通例 the 〜(s)）（学問・活動などの）外縁部、周辺部,D,3
2022,assassinate,暗殺する,D,3
2023,intake,（水や空気などの）取り入れ口、摂取量,D,3
2024,epilogue,エピローグ、（小説・詩などの）結び、（事件などの）結末,D,3
2025,composure,落ち着き、平静,D,3
2026,imaginative,想像力に富んだ,D,3
2027,insane,正気でない、狂気の,D,3
2028,levy,徴収する、賦課する,D,3
2029,mutter,ぶつぶつ言う、つぶやく,D,3
2030,desperate,必死の、自暴自棄の,D,3
2031,magnificent,壮大な、立派な,D,3
2032,inventory,在庫、棚卸し,D,3
2033,dismantle,（機械などを）分解する,D,3
2034,scavenger,（ハゲタカなどの）腐肉を食べる動物、清掃動物、清掃人,D,3
2035,kindle,点火する、燃やす,D,3
2036,uprising,反乱、暴動,D,3
2037,reactor,原子炉、反応炉,D,3
2038,relic,遺跡、遺品,D,3
2039,tundra,ツンドラ,D,3
2040,invoke,嘆願する、呼び覚ます、祈願する、（法律などに）訴える,D,3
2041,meadow,（しばしば 〜s）牧草地、草地,D,3
2042,thrive,（植物などが）成長する、茂る、繁殖する、栄える,D,3
2043,illuminate,照らす、照明する、明るくする,D,3
2044,pragmatic,実践的な、プラグマティズムの,D,3
2045,deference,服従、敬意,D,3
2046,pupa,さなぎ,D,3
2047,disclose,暴露する,D,3
2048,displace,取って代わる、立ち退かせる,D,3
2049,ominous,不穏な、不吉な、陰険な,D,3
2050,oscillate,（前後に）揺れる、振動する、振動させる,D,3
2051,symptom,（病気などの）兆候,D,3
2052,identity,（自己の）存在証明、本人であると認める、同一視する,D,3
2053,deputy,代理（人）、副官,D,3
2054,imaginary,想像上の,D,3
2055,agile,機敏な、頭の回転が速い,D,3
2056,wither,衰退する、枯れる,D,3
2057,projection,突出、投影、計画,D,3
2058,accompaniment,伴奏、付属物,D,3
2059,bolster,高める、支持する、支え,D,3
2060,blink,見て見ぬふりをする、まばたきする,D,3
2061,accumulate,集める、（お金などを）ためる,D,3
2062,appease,なだめる、譲歩する、満たす,D,3
2063,cruel,残酷な,D,3
2064,unsteady,不安定な,D,3
2065,premise,前提、（〜s）家屋敷,D,3
2066,cosmic,宇宙の,D,3
2067,insolent,横柄な、傲慢な、無礼な,D,3
2068,nostalgia,追憶、郷愁,D,3
2069,abruptly,突然に,D,3
2070,invert,逆にする、転化する,D,3
2071,oblique,斜めの、遠回しな,D,3
2072,reconcile,調停する、和解させる,D,3
2073,coffin,棺,D,3
2074,lucrative,利益の上がる、もうかる,D,3
2075,prosecution,起訴、告発、遂行、prosecute,D,3
2076,infrastructure,基礎構造、インフラ,D,3
2077,submerge,水に浸す、潜水する,D,3
2078,dividend,配当（金）,D,3
2079,endorse,裏書きする、支持する,D,3
2080,confine,制限する、閉じ込める、（通例 〜s）限度、境界,D,3
2081,personnel,人員、職員,D,3
2082,linguistics,言語学,D,3
2083,indecisive,優柔不断の,D,3
2084,ritual,儀式,D,3
2085,conceive,（計画などを）思いつく、子をはらむ、想像する,D,3
2086,spur,刺激する、拍車,D,3
2087,wrath,激怒,D,3
2088,obliterate,完全に破壊する、消す,D,3
2089,apathy,無感動、無関心,D,3
2090,surpass,勝る、しのぐ,D,3
2091,realm,領域、王国、国土,D,3
2092,intervene,仲裁をする、（間に）入る,D,3
2093,defiance,挑戦,D,3
2094,frail,ひ弱な、はかない、もろい,D,3
2095,deliberate,計画的な、考え深い、慎重な,D,3
2096,leukemia,白血病,D,3
2097,feudal,封建的な,D,3
2098,municipal,地方自治の、自治都市の,D,3
2099,meddle,干渉する、手出しをする,D,3
2100,monarchy,君主国、(the ~)君主政治、(the ~)君主制度,D,3
2101,turbulent,騒々しい、（感情などが）かき乱された、荒れ狂う,D,3
2102,collective,集団的な,D,3
2103,prodigal,浪費する、散財する,D,3
2104,outset,(the ~)着手、(the ~)発端,D,3
2105,pastime,娯楽、遊戯,D,3
2106,soot,すす,D,3
2107,brittle,もろい、壊れやすい、心の冷たい,D,3
2108,paddy field,(稲の)水田,D,3
2109,lucid,分かりやすい、明快な、透明な,D,3
2110,cradle,ゆりかご,D,3
2111,penetrate,貫く、突き抜ける,D,3
2112,abide,(by を伴って)(規則を)守る,D,3
2113,compliance,追従、従うこと,D,3
2114,converge,集中する、収束する,D,3
2115,solicit,勧誘する、懇願する、熱心に説く,D,3
2116,livelihood,生計,D,3
2117,decomposer,(ミミズやバクテリアなどの)分解生物,D,3
2118,tangible,有形の,D,3
2119,distrust,(a ~)疑惑、疑う,D,3
2120,empirical,実験に基づいた、経験を基礎とする,D,3
2121,ambivalence,相反する感情、ためらい,D,3
2122,contempt,さげすみ、侮辱、恥辱、侮辱行為,D,3
2123,console,慰める、元気づける,D,3
2124,volatile,揮発性の、不安定な,D,3
2125,eccentric,常軌を逸した、変な,D,3
2126,alleviate,和らげる、緩和する,D,3
2127,compound,複合、合成、合成の、合成物を作る,D,3
2128,abuse,乱用する、虐待する,D,3
2129,credility,すぐに信じ込む性質,D,3
2130,elapse,(時が)経過する,D,3
2131,exile,追放、流刑、(通例受身形で)国外追放になる,D,3
2132,placebo,偽薬、プラシーボ,D,3
2133,addiction,常用、ふけること,D,3
2134,distort,ゆがめる、ねじる,D,3
2135,commence,始める,D,3
2136,zealot,熱狂する人、狂信者,D,3
2137,finesse,技巧、巧妙な処理、策略,D,3
2138,numb,かじかんだ、まひした、ぼうぜんとした,D,3
2139,conifer,球果植物、針葉樹,D,3
2140,tractable,扱いやすい、従順な、細工しやすい,D,3
2141,instantaneously,即時に,D,3
2142,stalk,茎、柄、忍び寄る、ストーカー行為をする,D,3
2143,husbandry,農業、耕作、節約、家計のやりくり,D,3
2144,retrieve,(猟犬が)取ってくる、取り戻す、回収する,D,3
2145,torture,拷問、苦痛,D,3
2146,infringe,権利を侵害する、(法を)破る,D,3
